owner,repo,maintenance,contribution,popularity,code_quality,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,stars_and_watches,forks,project_maturity,downstream_dependents,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity
namchey,linkpreview,0.82875,0.7599999999999999,0.345,1.026111111111111,,,1.42,1.895,2.28,,,,,1.38,,2.5033333333333334,,0.575,
dorado-lmz,axios-retry,0.64625,0.7599999999999999,0.44625,2.375555555555555,,,0.16,2.425,2.28,,,,,1.785,,5.876666666666666,,1.25,
linagora,openpaas-esn,1.3616666666666668,0.7616666666666666,0.7775,2.7,,,1.366666666666667,4.08,2.28,0.005,,0.02,0.02,3.07,,6.57,,1.53,0.2672222222222222
lazy-bee,ui,0.6095833333333334,0.7599999999999999,0.37875,0.6322222222222221,,,0.5333333333333333,1.905,2.28,,,,,1.515,,1.1366666666666665,,0.76,
colmbrady,react-native-feather,0.8712500000000001,0.7599999999999999,0.44625,1.648888888888889,,,1.4800000000000002,2.005,2.28,,,,,1.785,,4.426666666666667,,0.52,
mzamoras,rbc,1.0145833333333334,0.7599999999999999,0.4912499999999999,1.5322222222222222,,,1.903333333333333,2.155,2.28,,,,,1.965,,4.016666666666667,,0.58,
patternweb,patternx,0.8283333333333335,0.7599999999999999,0.4875,1.5211111111111109,,,0.9133333333333334,2.4000000000000004,2.28,,,,,1.95,,4.043333333333333,,0.52,
LearningLocker,learninglocker,1.1404166666666666,0.7599999999999999,0.8799999999999999,0.9827777777777778,,,1.6666666666666667,2.895,2.28,,,0.02,0.03,3.47,,1.6233333333333333,,1.325,0.2699999999999999
dropbox,zxcvbn,2.1166666666666663,0.7611111111111111,1.1675,2.463888888888889,3.3166666666666664,,1.55,3.6,2.283333333333333,,,0.66,0.12,3.88,0.01,6.656666666666666,,0.735,0.5137037037037038
1903514970,cordova-plugin-demotoast,0.70375,0.7599999999999999,0.375,2.395555555555556,,,0.96,1.855,2.28,,,,,1.5,,6.666666666666667,,0.52,
Automattic,wp-calypso,5.205416666666666,6.390000000000001,0.865,6.208333333333333,8.51,2.5,3.0866666666666664,6.725,4.17,5.0,10.0,0.56,0.25,2.65,,4.25,8.715,5.66,2.4000000000000004
schacker,hpack-cli,0.8870833333333333,0.7599999999999999,0.425,2.3344444444444448,,,1.0933333333333333,2.455,2.28,,,,,1.7,,6.483333333333333,,0.52,
FrontendSolutionsGmbH,ufp-core-frontend,0.89375,0.7599999999999999,0.49,1.6016666666666668,,,1.47,2.105,2.28,,,,,1.96,,4.28,,0.525,
APCOvernight,apc-youtube,0.74375,0.7599999999999999,0.41875,1.997777777777778,,,0.86,2.115,2.28,,,,,1.675,,5.473333333333334,,0.52,
qh08,hendo-cli,0.8104166666666666,0.7599999999999999,0.53625,2.3777777777777778,,,1.1966666666666663,2.045,2.28,,,,,2.145,,6.613333333333333,,0.52,
tronscan,tronscan-frontend,0.76,0.7599999999999999,0.4575,2.5483333333333333,,,1.34,1.7,2.28,,,0.01,0.03,1.79,,1.76,,5.885,0.2666666666666666
ournameismud,mulp,0.7487499999999999,0.7599999999999999,0.4875,0.7666666666666666,,,0.86,2.135,2.28,,,,,1.95,,1.78,,0.52,
diplomatiegouvfr,hornet-js-builder,1.5862500000000002,0.7599999999999999,0.65125,1.6655555555555557,,,3.73,2.615,2.28,,,,,2.605,,3.766666666666667,,1.23,
cakrit,landscapeapp,0.4495833333333333,0.7599999999999999,0.38125,1.744444444444445,,,0.3333333333333333,1.465,2.28,,,,,1.525,,4.713333333333334,,0.52,
luigimannoni,tovar.js,0.7204166666666667,0.7599999999999999,0.61875,2.313333333333333,,,1.0666666666666669,1.815,2.28,,,,,2.475,,6.419999999999999,,0.52,
meepobrother,nger,1.4491666666666667,0.7599999999999999,0.355,2.345555555555556,,,1.6366666666666667,4.16,2.28,,,,,1.42,,6.516666666666667,,0.52,
GuillaumeIsabelleX,gix-npm-server,0.9633333333333334,0.7599999999999999,0.39375,2.3944444444444444,,,1.3133333333333337,2.54,2.28,,,,,1.575,,6.663333333333334,,0.52,
conveyal,modeify,1.2520833333333332,0.7599999999999999,0.8075,0.955,,,1.4433333333333334,3.565,2.28,,,,,3.23,,2.14,,0.725,
rachmanzz,bim,0.7749999999999999,0.7599999999999999,0.34875,2.3811111111111107,,,1.0399999999999998,2.06,2.28,,,,,1.395,,6.623333333333332,,0.52,
smashingboxes,smashing-dev-tool,0.93875,0.7599999999999999,0.7675,2.385,,,0.77,2.985,2.28,,,,,3.07,,6.580000000000001,,0.575,
jkhax0r,require_bluetooth_le,0.7695833333333333,0.7599999999999999,0.63125,2.395555555555556,,,0.4933333333333333,2.585,2.28,,,,,2.525,,6.666666666666667,,0.52,
elandamor,the-react-scripts,0.41125,0.7599999999999999,0.2325,2.3177777777777777,,,,1.645,2.28,,,,,0.93,,6.433333333333333,,0.52,
unctionjs,complete,1.872083333333333,0.7599999999999999,0.50125,1.8588888888888893,,,4.513333333333333,2.975,2.28,,,,,2.005,,5.056666666666668,,0.52,
hades217,lightsight,1.2254166666666668,0.7599999999999999,0.4375,2.3011111111111107,,,2.1566666666666667,2.745,2.28,,,,,1.75,,6.383333333333333,,0.52,
Joywok,JwComponents,0.8941666666666668,0.7599999999999999,0.5175,2.395555555555556,,,0.4266666666666667,3.1500000000000004,2.28,,,,,2.07,,6.666666666666667,,0.52,
founderlab,frameworkstein,1.00375,0.7733333333333333,0.48,1.743888888888889,,0.02,1.02,2.975,2.28,0.04,,,,1.92,,4.706666666666667,,0.525,
teambit,bit,5.517916666666666,2.090555555555556,0.8099999999999999,2.3844444444444446,9.056666666666668,6.414999999999999,4.79,1.81,2.506666666666667,2.985,0.78,0.79,0.11,2.34,,4.193333333333333,0.39,2.5700000000000003,0.996851851851852
bshack,white-label,1.0141666666666669,0.7022222222222223,0.62875,1.2266666666666668,,,1.356666666666667,2.7,2.106666666666667,,,,,2.515,,3.16,,0.52,
SinaMFE,webpack-marauder,0.905,0.7022222222222223,0.5075,1.836111111111111,,,1.3099999999999998,2.31,2.106666666666667,,,,,2.03,,4.923333333333333,,0.585,
keystonejs,keystone,4.898541666666667,1.3566666666666665,0.59625,3.248333333333333,8.096666666666666,5.2325,3.6399999999999992,2.625,2.53,0.63,0.91,0.4,0.14,1.845,,5.5200000000000005,0.63,3.595,0.6322222222222221
ipfs,aegir,4.1779166666666665,0.9616666666666666,0.72125,2.6733333333333333,6.913333333333334,4.95,1.9833333333333327,2.865,2.2,0.425,0.26,,0.01,2.875,,6.640000000000001,0.18,1.2,
choerodon,choerodon-front-boot,0.9604166666666668,0.7038888888888889,0.43375,2.0800000000000005,,,1.656666666666667,2.185,2.106666666666667,0.005,,,,1.735,,5.400000000000001,,0.8400000000000001,
kevrat,keystone-rus,0.11125,0.7022222222222223,0.4925,2.3161111111111112,,,0.44,0.005,2.106666666666667,,,,,1.97,,4.583333333333333,,2.365,
nodecg,nodecg,4.21125,0.8122222222222222,0.81875,2.431666666666666,6.293333333333334,5.0,3.0666666666666664,2.485,2.1666666666666665,0.14,0.13,0.05,0.02,3.205,,6.37,0.08,0.845,0.2940740740740741
react-component,rn-packager,1.1308333333333334,0.7022222222222223,0.63875,2.336666666666667,,,1.4433333333333334,3.08,2.106666666666667,,,,,2.555,,6.260000000000001,,0.75,
JowayYoung,bruce-cli,1.8616666666666668,0.7038888888888889,0.38375,2.392222222222222,,4.6000000000000005,1.4266666666666667,1.42,2.106666666666667,0.005,,0.02,0.01,1.505,,6.656666666666666,,0.52,0.2446296296296296
palantir,blueprint,4.940416666666667,1.791111111111111,0.90125,2.835555555555555,7.766666666666667,5.409999999999999,3.25,3.335,2.8233333333333337,0.98,1.57,0.93,0.27,2.405,,6.016666666666666,0.785,1.705,0.997037037037037
resin-io,resin-cli,3.987291666666666,1.0744444444444443,0.9775,2.8994444444444443,7.510000000000001,4.9825,3.456666666666667,,2.3433333333333333,0.31,0.57,0.02,0.02,3.87,,6.613333333333333,0.345,1.74,0.3714814814814814
TryGhost,Ghost,5.9025,5.332777777777778,1.92375,3.734444444444444,9.133333333333336,8.61,3.466666666666667,2.4,4.003333333333334,7.345000000000001,4.65,2.06,1.26,4.375,,3.233333333333333,3.855,4.115,2.8842592592592595
INSIDEM2M,slim,0.9970833333333332,0.7022222222222223,0.5575,1.58,,,1.2333333333333334,2.755,2.106666666666667,,,,,2.23,,4.11,,0.63,
fluidtrends,chunky,0.8291666666666667,0.7022222222222223,0.5425,2.056111111111111,,,1.366666666666667,1.95,2.106666666666667,,,,,2.17,,5.383333333333333,,0.785,
npm,npm,1.365,0.7022222222222223,1.55125,2.917222222222222,,,1.26,4.2,2.106666666666667,,,0.8,0.39,5.015000000000001,,6.666666666666667,,2.085,0.6307407407407407
shubhsherl,Ghost,0.5541666666666666,0.7022222222222223,0.36125,2.297222222222222,,,0.1066666666666666,2.11,2.106666666666667,,,,,1.445,,4.3966666666666665,,2.495,
suntoe,wnode,1.2716666666666667,0.7022222222222223,0.53,1.8044444444444447,,,1.4266666666666667,3.66,2.106666666666667,,,,,2.12,,4.8933333333333335,,0.52,
smartprix,sm-webpack-config,0.9404166666666668,0.7022222222222223,0.57625,2.368888888888889,,,1.4166666666666667,2.345,2.106666666666667,,,,,2.305,,6.426666666666667,,0.68,
bdefore,redux-universal-starter,1.4054166666666663,0.7022222222222223,0.6537499999999999,2.5016666666666665,,,2.5166666666666666,3.105,2.106666666666667,,,0.02,0.01,2.585,,6.419999999999999,,1.085,0.2440740740740741
codemotion,cogear.js,0.4358333333333333,0.7022222222222223,0.415,2.3627777777777776,,,1.7433333333333334,,2.106666666666667,,,0.01,,1.65,,6.513333333333333,,0.575,
apache,couchdb-fauxton,6.136875,0.7844444444444445,0.8225,2.6283333333333334,8.506666666666668,4.977499999999999,3.543333333333333,7.52,2.1633333333333336,0.06,0.13,0.02,0.03,3.24,,6.06,0.07,1.755,0.2781481481481482
idancali,react-native,0.94125,0.7022222222222223,0.52875,3.080555555555556,,,1.7299999999999998,2.035,2.106666666666667,,,,,2.115,,6.666666666666667,,2.575,
superdesk,superdesk-client-core,3.2764583333333337,1.06,0.6812499999999999,2.0816666666666666,3.3266666666666667,5.1125,2.276666666666667,2.39,2.25,0.5,0.43,,0.01,2.715,,3.69,0.265,2.29,
maxijonson,tchin-react-components,0.7454166666666666,0.7022222222222223,0.355,1.7511111111111113,,,1.7966666666666669,1.1849999999999998,2.106666666666667,,,,,1.42,,4.733333333333333,,0.52,
davanmonet,DaVanMonet,0.935,0.7022222222222223,0.50375,1.4755555555555553,,,1.3099999999999998,2.43,2.106666666666667,,,,,2.015,,3.5966666666666662,,0.8300000000000001,
zero1five,lambda,0.9420833333333334,0.7022222222222223,0.3325,1.1966666666666668,,,1.4533333333333334,2.315,2.106666666666667,,,,,1.33,,3.0700000000000003,,0.52,
ssbc,patchwork,1.3275,0.7022222222222223,0.75375,2.428333333333333,,,2.33,2.9800000000000004,2.106666666666667,,,0.16,0.05,2.805,,5.54,,1.745,0.3040740740740741
Travelab,scot4,1.0433333333333334,0.7022222222222223,0.57375,1.3805555555555555,,,1.5233333333333334,2.65,2.106666666666667,,,,,2.295,,3.556666666666666,,0.585,
facebook,metro,5.243125,1.541111111111111,0.78125,2.8844444444444446,8.116666666666667,4.9275,5.013333333333333,2.915,2.803333333333333,0.3399999999999999,1.48,0.23,0.08,2.375,0.44,5.593333333333334,0.745,2.315,0.617037037037037
react-zeroconfig,react-zeroconfig,0.4287499999999999,0.7022222222222223,0.38375,1.3900000000000003,,,1.71,0.005,2.106666666666667,,,,,1.535,,4.170000000000001,,,
websage-team,super-project,1.8047916666666663,0.7105555555555556,0.55625,2.4016666666666664,,2.5125,2.1266666666666665,2.58,2.106666666666667,0.025,,,,2.225,,6.48,,0.725,
devCrossNet,universal-cli,0.7658333333333333,0.7022222222222223,0.605,2.632222222222222,,,1.7133333333333332,1.35,2.106666666666667,,,,,2.42,,6.666666666666667,,1.23,
skypager,skypager,1.43125,0.7022222222222223,0.40625,1.2633333333333332,,,2.81,2.915,2.106666666666667,,,,,1.625,,3.27,,0.52,
xiefei89,rc-tools,0.04125,0.7022222222222223,0.43125,2.5572222222222223,,,0.16,0.005,2.106666666666667,,,,,1.725,,6.666666666666667,,1.005,
nextstrain,auspice,4.12625,0.8822222222222224,0.6325,2.4466666666666668,7.033333333333334,4.98,2.8166666666666664,1.6749999999999998,2.1966666666666668,0.23,0.22,0.01,0.02,2.5,,5.460000000000001,0.12,1.76,0.3040740740740741
andywer,ava-ts,1.15375,0.7022222222222223,0.48375,2.297222222222222,,,1.61,3.005,2.106666666666667,,,0.01,,1.925,,4.886666666666667,,2.005,
GrabarzUndPartner,gp-boilerplate-environment,0.69625,0.7022222222222223,0.52375,2.346666666666667,,,0.86,1.925,2.106666666666667,,,,,2.095,,6.5200000000000005,,0.52,
Netflix,conductor,4.714583333333334,1.43,0.87625,2.9166666666666665,6.919999999999999,4.65,3.703333333333333,3.585,2.68,0.31,1.3,0.59,0.3,2.615,,5.2,0.6900000000000001,2.86,0.7733333333333333
Azure,azure-xplat-cli,2.6308333333333334,0.7022222222222223,0.94875,3.227222222222222,,,3.853333333333333,6.67,2.106666666666667,,,0.03,0.05,3.715,,5.8566666666666665,,3.825,0.2607407407407408
openfin-js-app,react-openfin-scripts,0.83375,0.7022222222222223,0.35375,2.351111111111112,,,1.47,1.865,2.106666666666667,,,,,1.415,,6.533333333333334,,0.52,
vueComponent,tools,0.4458333333333333,0.7022222222222223,0.40625,2.573888888888889,,,0.0533333333333333,1.73,2.106666666666667,,,,,1.625,,6.666666666666667,,1.055,
vatesfr,xo-server,0.9258333333333334,0.7022222222222223,0.45875,2.395555555555556,,,0.8333333333333334,2.87,2.106666666666667,,,,,1.835,,6.666666666666667,,0.52,
yanxlg,rc-tools,0.8158333333333333,0.7022222222222223,0.415,2.338888888888889,,,1.0933333333333333,2.17,2.106666666666667,,,,,1.66,,6.496666666666667,,0.52,
zxf969175364,keystone,0.6075,0.7022222222222223,0.60375,2.935555555555556,,,0.44,1.99,2.106666666666667,,,,,2.415,,6.666666666666667,,2.14,
umijs,umi,4.866458333333333,1.9983333333333333,0.875,2.17,9.823333333333332,5.1525,2.4,2.09,3.49,0.505,2.0,0.67,0.33,2.49,0.01,3.03,1.895,1.585,0.9994444444444444
cmux,super,1.5947916666666666,0.7105555555555556,0.55625,2.4016666666666664,,2.5125,2.1266666666666665,1.74,2.106666666666667,0.025,,,,2.225,,6.48,,0.725,
ssbc,patchbay,1.1791666666666667,0.7022222222222223,0.61875,2.0594444444444444,,,1.7366666666666666,2.9800000000000004,2.106666666666667,,,0.02,0.01,2.4450000000000003,,4.963333333333333,,1.215,0.2440740740740741
mbret,chewie-system,0.87625,0.7022222222222223,0.55875,2.375555555555556,,,0.5199999999999999,2.985,2.106666666666667,,,,,2.235,,6.6066666666666665,,0.52,
Frezc,rc-tools,0.6816666666666665,0.7022222222222223,0.48625,2.5222222222222226,,,0.1066666666666666,2.62,2.106666666666667,,,,,1.945,,6.666666666666667,,0.9,
krakenjs,grumbler,1.6637499999999998,0.7022222222222223,0.5499999999999999,2.446111111111111,,,3.02,3.635,2.106666666666667,,,0.01,,2.19,,6.663333333333334,,0.675,
pavjacko,renative,4.862916666666666,1.398888888888889,0.45375,2.4916666666666667,6.656666666666666,5.494999999999999,5.140000000000001,2.16,2.376666666666667,1.3,0.52,0.08,0.02,1.715,,5.29,0.335,1.85,0.4996296296296297
utryfe,vue-cli-builder,0.6716666666666666,0.7022222222222223,0.34875,1.6011111111111116,,,0.8866666666666667,1.7999999999999998,2.106666666666667,,,,,1.395,,4.283333333333334,,0.52,
duanguang,brain-vue-cli,0.9329166666666666,0.7022222222222223,0.41375,1.402222222222222,,,1.586666666666667,2.145,2.106666666666667,,,,,1.655,,3.686666666666666,,0.52,
jasonvillalon,generator-arwen,1.0525,0.7022222222222223,0.645,2.111111111111111,,,1.1,3.11,2.106666666666667,,,,,2.58,,5.8133333333333335,,0.52,
DEEP-IMPACT-AG,cherry,0.8320833333333333,0.7022222222222223,0.385,1.7355555555555555,,,0.9933333333333332,2.335,2.106666666666667,,,,,1.54,,4.6866666666666665,,0.52,
Automattic,zeditor,1.99625,0.7022222222222223,0.6925,2.413333333333333,,,1.26,6.725,2.106666666666667,,,,,2.77,,6.609999999999999,,0.63,
adlnet,xAPIWrapper,1.0354166666666669,0.7022222222222223,0.8475,2.2716666666666665,,,1.4966666666666668,2.645,2.106666666666667,,,0.01,0.01,3.37,,6.18,,0.635,0.2407407407407407
gitana,cloudcms-server,1.2179166666666668,0.7055555555555556,0.87125,2.42,,0.005,1.5766666666666669,3.29,2.106666666666667,0.01,,,,3.485,,6.609999999999999,,0.65,
douhao4648,jujin-dv,0.9245833333333332,0.7022222222222223,0.45625,2.345555555555556,,,1.5333333333333334,2.165,2.106666666666667,,,,,1.825,,6.516666666666667,,0.52,
twreporter,twreporter-react,3.567916666666666,1.066111111111111,0.7062499999999999,1.9472222222222224,3.33,5.409999999999999,3.0666666666666664,2.465,2.1633333333333336,0.865,0.17,0.01,0.01,2.805,,4.296666666666667,0.085,1.46,0.362037037037037
paranoidjk,rc-tools,0.8516666666666667,0.7022222222222223,0.49875,2.503888888888889,,,0.1866666666666666,3.22,2.106666666666667,,,,,1.995,,6.666666666666667,,0.845,
ember-cli,ember-cli,4.867083333333333,1.106666666666667,0.9925,3.182777777777778,7.396666666666666,4.815,3.736666666666667,3.52,2.32,0.48,0.52,0.15,0.15,3.65,0.02,5.8933333333333335,0.315,3.34,0.4688888888888889
stephenplusplus,sindredash,1.4675000000000002,0.7022222222222223,0.71625,2.387777777777778,,,1.4800000000000002,4.390000000000001,2.106666666666667,,,,,2.865,,6.6433333333333335,,0.52,
avajs,ava,5.08,0.8966666666666666,1.05125,2.645,9.403333333333334,4.705,3.4566666666666666,2.7550000000000003,2.26,0.13,0.3,0.94,0.18,3.055,0.03,6.53,0.16,1.245,0.6722222222222222
crowi,crowi,1.13625,0.7022222222222223,0.7787499999999999,1.2755555555555556,,,1.42,3.125,2.106666666666667,,,0.05,0.02,3.045,,2.2666666666666666,,1.56,0.2574074074074075
215566435,TrumpDoc,0.3845833333333333,0.7022222222222223,0.44875,2.3366666666666664,,,1.5333333333333334,0.005,2.106666666666667,,,,,1.795,,6.489999999999999,,0.52,
ciena-blueplanet,ciena-devops-testbed,1.1975,0.7022222222222223,0.4575,1.876666666666667,,,1.72,3.0700000000000003,2.106666666666667,,,,,1.83,,4.69,,0.94,
NodeBB,NodeBB,5.226875000000001,1.5594444444444446,1.19125,3.3344444444444448,9.63,6.007499999999999,2.33,2.9400000000000004,2.3233333333333337,2.055,0.3,0.63,0.34,3.795,,6.653333333333333,0.32,3.03,0.8431481481481482
cchamberlain,redux-webpack-boilerplate,1.2466666666666668,0.7022222222222223,0.615,2.285555555555556,,,1.2866666666666668,3.7,2.106666666666667,,,,,2.46,,6.336666666666666,,0.52,
frdl,frdl.js,0.7154166666666667,0.7022222222222223,0.39375,2.395555555555556,,,1.2866666666666668,1.575,2.106666666666667,,,,,1.575,,6.666666666666667,,0.52,
michaelrgalloway,angular-cli,1.340833333333333,0.7022222222222223,0.54625,2.6422222222222222,,,2.6933333333333334,2.6700000000000004,2.106666666666667,,,,,2.185,,6.666666666666667,,1.26,
DallasMorningNews,chartwerk-editor,1.08125,0.7022222222222223,0.62,1.346111111111111,,,1.26,3.065,2.106666666666667,,,,,2.48,,3.513333333333333,,0.525,
eyedea-io,create-react-app,1.1866666666666663,0.7022222222222223,0.36,2.396666666666667,,,2.286666666666666,2.46,2.106666666666667,,,,,1.44,,5.1000000000000005,,2.09,
electrode-io,electrode-archetype-react-app,1.01375,0.7022222222222223,0.5874999999999999,2.587222222222222,,,1.55,2.505,2.106666666666667,,,0.01,,2.34,,6.396666666666666,,1.365,
devCrossNet,vue-starter-packages,0.5774999999999999,0.7022222222222223,0.38125,0.6666666666666666,,,0.96,1.35,2.106666666666667,,,,,1.525,,1.4799999999999998,,0.52,
sai9268619,for-make-tests-ava,0.89375,0.7022222222222223,0.53625,2.3433333333333337,,,0.96,2.615,2.106666666666667,,,,,2.145,,6.510000000000001,,0.52,
aegis-design,aegis-tools,1.0316666666666667,0.7022222222222223,0.57625,2.1422222222222222,,,1.366666666666667,2.76,2.106666666666667,,,,,2.305,,6.426666666666667,,,
tableflip,guvnor,1.330833333333333,0.7022222222222223,0.8,2.415,,,1.6033333333333335,3.72,2.106666666666667,,,0.02,,3.18,,6.66,,0.585,
RunningCoderLee,sprint-scripts,1.7520833333333334,0.7022222222222223,0.36375,2.166111111111111,,,4.723333333333334,2.285,2.106666666666667,,,,,1.455,,4.253333333333333,,2.245,
xiaowuye,Treasury-architectureTools,0.5179166666666667,0.7022222222222223,0.45,1.1111111111111112,,,0.4666666666666666,1.605,2.106666666666667,,,,,1.8,,3.333333333333333,,,
PRINTR3D,formide-client,1.04875,0.7022222222222223,0.74375,2.386666666666667,,,1.34,2.855,2.106666666666667,,,,,2.975,,6.580000000000001,,0.58,
ezracelli,slate-tools,0.7191666666666667,0.7022222222222223,0.35125,1.4622222222222223,,,1.0666666666666669,1.81,2.106666666666667,,,,,1.405,,3.866666666666667,,0.52,
Donmclean,riko,1.25,0.7038888888888889,0.5924999999999999,0.95,,,2.3000000000000003,2.7,2.106666666666667,0.005,,,,2.37,,2.33,,0.52,
zenjoy,nimbu-toolbelt,1.9470833333333333,0.735,0.415,1.7177777777777774,,2.515,2.183333333333333,3.09,2.12,0.045,0.04,,,1.66,,4.613333333333333,0.02,0.52,
heyui,hey-cli,1.0158333333333334,0.7022222222222223,0.5575,1.6183333333333332,,,1.7633333333333334,2.3000000000000003,2.106666666666667,,,0.01,,2.22,,4.18,,0.675,
mahesh-kedari,angular2-starter-pack,0.6958333333333333,0.7022222222222223,0.5275,2.371111111111111,,,0.9433333333333334,1.84,2.106666666666667,,,,,2.11,,6.333333333333333,,0.78,
rlidwka,yapm,1.377916666666667,0.7022222222222223,0.86125,2.6722222222222225,,,1.6366666666666667,3.875,2.106666666666667,,,,,3.445,,6.666666666666667,,1.35,
newsomellc,compages,0.92,0.7022222222222223,0.4975,1.518888888888889,,,1.12,2.56,2.106666666666667,,,,,1.99,,4.036666666666666,,0.52,
